lyric,class
"n****, like we smoking all weekend",0
She pays the gas with all the change in her car,1
"Real a** b****, know she got it lit",0
Saying you're pissed at me,1
"You made me this way, yeah",0
"The more that I know you, the more that I want to",1
I heard that Cardi went pop,0
"I'm so sick of that, so sick of that love",1
Just like they say it in the song,1
Away from all of reality,1
"Swearing on a Bible, baby, I'd never leave ya",1
I'm sorry I'm tryna pitch in (What?),0
"Smile b****, smile b****, c'mon!",0
'Cause we're free to love,1
"Eight hundred cash, that's a hell of a deal",1
"(Going dumb, hey, going nuts)",0
"V12, see ya, 12 (Bye)",0
"I need you, I need you, I need you right now",1
Got us learning about the heroes with the whitest of skin,0
You 'posed to be standin' still right now,0
"Those were the days but I bet you, I'm never gonna be broke again, no",0
"You can take me anywhere (Anywhere, anywhere)",1
Is it chill that you're in my head?,1
All our fears would be irrelevant,1
"Smashin' on your b****, esskeetit (Esskeetit)",0
"Doing things I taught you, gettin' nasty for someone else",1
"Woulda gave you anything, woulda gave you everything",0
All girls wanna be like that,1
"And if I OD, I'll be alone with no heartbeat",1
I'd wanna be me too,1
I f***ed on that n**** little b****,0
If they come to Hidden Hills,0
And my lil' brother turned to a drummer,0
"What is the point of doing nothing at all, watching it fall?",1
"And for Pete, I'm so thankful",1
"En el camino, oh",0
He know he giving his money to Megan,0
"Yeah, yeah, yeah, yeah",1
But this is gettin' good now,1
Brought a few Ws to the 6ix,0
"Now your b**** wanna kick it, Jackie Chan",1
'Cause I already got a good thing with me,1
"We know sex, drugs, money, all in that order",0
I'II keep this one for myself,0
"Count up a hundred, throw racks at it, uh",0
"Khaled is valid, every word is true",0
"(Ah, ah, ah, ah, ah, ah)",1
f***ed up liver with some bad kidneys,0
"(Taste, taste), let you get a taste",0
And some gunnas that'll hit you outta nowhere like epiphany,0
You gon' call me papi,1
We keep on losing our legends to,0
"Kill me softly, your hold on me is (Ooh)",0
You gon' f*** around and drown off this wave,0
Elevator up to the room,0
I just ordered sushi from Japan,1
"No, this ain't really like me",1
"She a lil' gangster, I like her complexion",0
Throwing up the West Side as we tear in the air,1
"Let's go, yeah (Pew)",0
"Ngiphethe ucherry we ngamla, black card on her",0
Them b****es getting beat up (Brrrat!),0
And you're spending all your time,1
"Got no jumper, but I ball a lot",0
"I'm not an 8 or a 9, I'm a 10",1
I should've never started sippin' that drank again (What?),0
(When we were young),1
It's gonna take a lot to drag me away from you,1
Too hard to breathe,1
'Cause she knows all of the story,1
Now look what we headed to (Ah),0
"Ten O's in my net worth, yeah (Huh)",1
"Next day, watch me call ya",1
"But I'm only human, I know loving you's a crime",0
"You talkin' too much, baby, pour up a four",0
"I make it rain, that Woo weather (Grrt, baow)",0
You know that I can't get you out of my system,1
"Ever since I left the city, you",1
I'm gonna need a f***in' man,1
I wanna crack on and I wanna be paid,0
"I got big dawg status, it ain't no secret",0
"I just bought a bustdown, can't wait to hold it up (Yeah)",0
"Know that if I see you, I'ma ask you if you said them things",0
"I said I'm on the road, no, I cannot stop",0
Let me love you,1
I just wanna talk about the check (And what?),0
Do whatever you like right here (Get down),1
"Hunnid thousand for the cheapest ring on a n**** finger, lil' b****",0
"It's my birthday, at least that's what I'm dressed like",0
n****s see the wrist when it flick and it's froze,0
"Yeah, you got some money, but you still f***in' ugly",0
Not afraid to face it,1
Spin endless circles in the bar (Spin 'round in the bar),1
"24 karat, 24 karat magic",1
"I'm up in the world, its my work yeh",0
That I shoot across the sky,1
And I want to feel something again,1
"I been gettin' money, I ain't worried 'bout what he do",0
"Time to go double though, time they add up the math, mad",0
That's me bustin' they bubble,0
"In the end, it's him and I",0
But sayin' I no longer got it,0
You sleeping like a baby,0
"Kissing the sky, yeah",1
"Took those sticks and stones, showed 'em I could build a house",1
"Under this pressure, under this weight",1
"In a motel laying with my sins, yeah",0
Every day your birthday,1
"That's totally awesome, I'm Marshall, what's goin' on? Ah (Haha)",0
And I'm so good with that (So good with that),1
"Yellow brick road, he said that I am a wiz at it",0
"For seven days straight, and now I can't even live without you",0
"Public Acess TV, On Location",1
You die for your mother,0
"So tell me, how deep is your love? Can it go deep?",1
"You don't know 'bout nothin' (Ayy, ayy, ayy, ayy)",0
We could live our dreams right now,1
"Never under pressure, oh",1
Are you on ten yet? Are you on ten yet? (wait),0
Everyone's got so much to say (Yeah),1
Call an ambulance when that chopper sweep,0
"You're not alright, I'm not alright",1
(Talkin' 'bout),1
"I already know you p****, your b**** done told me",0
You act like you tough like your homie ain't ever get killed before,0
When I close my eyes,1
"If the world was ending, you'd come over, right?",1
Say you want me,1
I might take off on you peons and go away to Venus,0
You can worry 'bout that,1
Bodies on the pavement (Oh),1
"Tired of love songs, tired of love",1
Right now I need a miracle,1
"Room on lock, the way we rock it, so don't stop",1
I gave you what you needed,1
"I told 'em take me to the moon, b****, I'll get dropped off",0
"They want my information, they get no conversation",0
"Low key, low key, you should really get to know me",1
Show out for the summer I might pull up in a new Wraith,0
"Hey (Hey, baby)",1
"Let me know, let me know if you comfortable, ooh (If you're comfortable)",0
"Balenci', Balenci', Balenci', Balenci', Balenci'",0
"Broke as hell, I used to sleep on the floor",0
"Hey, hey, hey, hey",1
Did they know I was grown with you?,1
"Invisible set, diamonds huggin' my piece",0
"(Hello, darkness, my old friend)",0
Shinin' like a chandelier,0
"They know that I'm the s***, let me sit, please don't flush me",0
"New wrist, new whip, ride around dipped",0
"Plug in Colombia, my diamonds in Africa",0
"Mmm, that was what you told me",1
"But you lied to me, you lied to me, you lied to me (Lie, lie, lie)",0
Can't sleep on the boy anymore,0
Our genre's lymph nodes are swole up,0
I like 'em blonde like me though (Yeah),0
Just to try to get me off,0
"I got the drop on your spot, everybody watch out",0
"Oh God, thank God that I found you",1
House made of cards and it's starting to fall,1
"Shooters (Shooters), shooters",0
One false move and we straight to shootin' s***,0
"And she's clear, all nice and easy",0
"Even when it's rainy, all you ever do is shine",1
"Hey, there's no we without you and I",1
"For the nutzos, and we nuts, so",0
It was just like a movie,1
How many championships? What? Six rings on,0
"You can find me in my whip, rockin' my Fendi drip",0
Gold on her body like Wonder Woman,0
"Yeah, she know who we are",0
"But after all I've said, please don't forget",1
And shorty got the fatty,0
I'm just a lonely child,0
"Messin' with your head, woah, messin' with your head, woah",0
I just went gave my mama a hundred (A hundred),0
"Might work with her, but not me, oh yeah",1
Away from all of reality,1
"She from Malibu, uh, Malibu",0
"They say I went commercial, I ain't know it",0
"You don't need to know, but you can ask",0
So tell them I'll be here,1
We're stressed out,1
Searching for somethin' I know's prolly right in front of my feet,0
"'Til you struck out like one, two, three",0
I walk on water,0
"I killed my girlfriend, that's why I'm single (f*** her)",0
"If I f*** three times, I'ma wife her",0
"To you, what do they really mean?",1
Think you need some medicine,1
Even if we can't find Heaven,1
"She want Chanel, go get it",0
Pushin' five Cadillacs like a politician,0
"24. COIN, Dreamland",1
You'll believe God is a woman,1
Like the last motherf***er sayin' Hailie in vain,0
Oh now I think I must be miles up,1
They know that we a problem together,0
"You'll be saying, ""No (No, no, no), no (No)""",1
"Get a little bag and take it to the store (Store, money)",0
Honey said she want somebody break her off proper,1
So can you hold me up,1
Why you keep lookin' at me?,0
"Them p**** n****s ain't 'bout that s*** (Check it out, check it out)",0
"Ayy, ayy, ayy, ayy",0
Three Forum shows but I played Staples today,0
"You wanna smoke, drink, dance until the sun rise",0
"But you dance, dance, dance",1
Now you belong to me,1
Magic when you get close to me,1
And I feel my heart beating,1
Cut throat like Pablo (Cut throat),0
"50K, you could come and book a n**** for a plug walk",0
I'm killin' everybody instead (Bah),0
"Make her drop, then she gave that boy sloppy top",0
We family like we Venus and Serena (Hey),0
I gotta move the safe beside the bed when I be sleepin',0
That's good enough for right now,1
"Junkies outside, no rebates",0
I'm runnin' for my life,1
"When I got a mil', got me the chills, don't know what happened (Hoo, chills)",0
"Stars shining in the Rolls Royce, it got red guts",0
Wonderin' would you be my little quarantine?,1
"Oh, I'm missing the sound of your heart beating",1
"She don't want nobody, she don't need somebody",0
Breakin' speed records on roads that these n****s paved,0
"Cause I just wanna look good for you, good for you",1
Poppin' pills is all we know (Yeah),1
And the snow outside of 1st Ave,0
"I'm ridin' in a Wraith, feeling like I'm outer space",0
"No, they don't teach you this in school",1
I put hundreds in my safe (Ayy),0
"Staring at the sunset, babe",1
"I done put so many diamond chains on you, they get tangled up",0
See where this thing goes,1
'Cause I been gettin' paid,0
"f*** up my nights, yeah, all of my nights, yeah (Oh)",1
All the girls like...,1
Feels like we're on the edge right now,0
"Gotta be real with it, yeah",0
You'll be all out of love in the end,0
You were there for me through all the times I cried,1
Your love is suicidal,0
I'm paying for it,1
"My wife callin', screamin', say we 'bout to lose it all",0
"f*** your land, f*** your children, f*** your wives",0
Everything I'm given now,0
"Now, now, who do you, who do you love, love",1
Ain't nobody watchin' (I feel it's fadin'),1
"Yeah, this s*** way too formal, y'all know I don't follow suit",0
In the backseat of your Rover,1
"Cause I'm ready to go, oh, oh, oh",1
"I got them Vans on my shoes, ooh (I do)",0
Go put the dope up 'fore they breach us,0
"You need to let it go, uh",1
So hold me up now,1
"I listen to heavy metal for meditation, no silence",0
(Why can't you get enough?),1
I'm only gon' hit it and forget it if it's borin',0
"I remember she said f*** me, now that girl wanna f*** me (Yeah)",0
"All my n****s on 50, so you know we hopped out",0
And I roll and smoke when I'm drinkin',0
'Cause I'm not good at making promises,1
Fallin' in love with me,1
"Oh, it's such a shame",1
"Now they need me, number one on streaming",0
"Now I'm like, ""Nah, love, I'm good, go away""",0
"I just got new diamonds, by the way",0
"Uh oh, my lil' mama sittin' pretty",0
"Skrrt skrrt, Jamie Foxx in your town like",0
"Oh, d*** (oh, d***)",1
"She so precious, precious, might not f*** again",0
"Okay, go, go, go",0
I'm so mad at you cause now you got me missing you,1
"Dead lens zoomin' in, catchin' all my strikes",0
Our love ain't water under the bridge,1
"Until the dawn, let's Marvin Gaye and get it on",1
"Always pushing up the hill, searching for the thrill of it",1
"I break it down, I break it down",0
Got that sunshine on my Sunday best,1
"And when I come down on it, yeah",1
"Let me know, let me know, let me know",0
If only I'd have known you had a storm to weather,1
"42. BTS, MAP OF THE SOUL : 7",1
"Blow a kiss, fire a gun",1
"Spanked him on camera, threw it on YouTube",0
"She want Chanel, go get it",0
And she gon' f*** up a bag (Yeah),0
"In the kitchen, wrist twistin' like it's stir fry (Whip it)",0
